"commonnotify_desc_2341","$$playername：I found a <color=yellow>Phantom Peddler</color>","$$playername: I znajdź <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_2342","$$playername：<color=yellow>Phantom Peddler</color> is here","$$playername： <color=yellow>Upiorny handlarz</color> jest tutaj"
"commonnotify_desc_2343","$$playername-has found a <color=yellow>Spiritual Remnant</color>","$$playername – znalazł<color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_2344","$$playername-has found a <color=yellow>Phantom Peddler</color>","$$playername – znalazł<color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9241","$$playername:I've found a <color=yellow>Spiritual Remnant</color>","$$playername: Znalazłem/-am <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9242","$$playername：I found a <color=yellow>Spiritual Remnant</color>","$$playername: I znajdź <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9243","$$playername：<color=yellow>Spiritual Remnant</color> is here","$$playername： <color=yellow>Duchowe szczątki</color> jest tutaj"
"commonnotify_desc_9244","$$playername:I've found a <color=yellow>Phantom Peddler</color>","$$playername: Znalazłem/-am <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9245","$$playername：I found a <color=yellow>Phantom Peddler</color>","$$playername: I znajdź <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9246","$$playername：<color=yellow>Phantom Peddler</color> is here","$$playername： <color=yellow>Upiorny handlarz</color> jest tutaj"
"commonnotify_desc_9247","$$playername:I've found a <color=yellow>Spiritual Remnant</color>","$$playername: Znalazłem/-am <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9248","$$playername：I found a <color=yellow>Spiritual Remnant</color>","$$playername: I znajdź <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9249","$$playername：<color=yellow>Spiritual Remnant</color> is here","$$playername： <color=yellow>Duchowe szczątki</color> jest tutaj"
"commonnotify_desc_9250","$$playername:I've found a <color=yellow>Phantom Peddler</color>","$$playername: Znalazłem/-am <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9251","$$playername：I found a <color=yellow>Phantom Peddler</color>","$$playername: I znajdź <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9252","$$playername：<color=yellow>Phantom Peddler</color> is here","$$playername： <color=yellow>Upiorny handlarz</color> jest tutaj"
"commonnotify_desc_9253","$$playername:I've found a <color=yellow>Spiritual Remnant</color>","$$playername: Znalazłem/-am <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9254","$$playername：I found a <color=yellow>Spiritual Remnant</color>","$$playername: I znajdź <color=yellow>Duchowe szczątki</color>"
"commonnotify_desc_9255","$$playername：<color=yellow>Spiritual Remnant</color> is here","$$playername： <color=yellow>Duchowe szczątki</color> jest tutaj"
"commonnotify_desc_9256","$$playername:I've found a <color=yellow>Phantom Peddler</color>","$$playername: Znalazłem/-am <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9257","$$playername：I found a <color=yellow>Phantom Peddler</color>","$$playername: I znajdź <color=yellow>Upiorny handlarz</color>"
"commonnotify_desc_9258","$$playername：<color=yellow>Phantom Peddler</color> is here","$$playername： <color=yellow>Upiorny handlarz</color> jest tutaj"
"model_desc_3920|model_desc_3921|model_desc_4249|model_desc_4265|model_desc_3922","Its body is heavily protected, only eyes and golden scales are vulnerable. Its attacks may come from different directions, so keep an eye on where it moves. The wave attack cannot be dodged, only by jumping over.","Unikaj umiejętności ciągłych rzucanych przez węża. Trafienie złotych łusek odsłoniętych po jego ataku wyrządzi bardzo duże OBR bossowi"
"commonnotify_desc_2345","The craftsman etched a new inscription on your weapon！","Rzemieślnik wygrawerował nową inskrypcję na Twojej broni！"
"relic_desc_5724_2","Apply ""Yang"" status to yourself after dealing DMG to an enemy, which grants +50% weapon & skill DMG for 12s. Apply ""Yin"" status to yourself after taking DMG, which grants +20% DMG Resistance for 12s","Zastosuj status „yang” do siebie po przekazaniu DMG wrogowi, który przyznaje +50% broni i umiejętności DMG na 12s. „yin” status po przyjęciu DMG, który zapewnia +20% DMG odporność na 12s"
"relic_desc_5725_2","+50% elemental DMG and doubles the elemental effect chance for 2 random elements. The elements change on reload.","Po ponownym załadowaniu następuje losowe wyznaczenie dwóch żywiołów. Powoduje +50% OBR od żywiołu względem obu żywiołów i podwaja szansę na wyzwolenie efektu danego żywiołu."
"relic_desc_5726_2","Gain +1% DMG dealt and -0.2% DMG Resistance (up to -20% DMG Resistance) for each enemy you defeat.","Zysk +1% DMG załatano i -0,2% opór DMG (do -20% DMG Resistance) dla każdego wroga, którego pokonujesz."
"relic_desc_5728_2","+150% Ammo Capacity","Pojemność amunicji +150%"
"relic_desc_5729_2","Gain immunity to the Slow Effects and DMG taken from traps.","Zyskaj odporność na efekty spowolnienia i OBR od pułapek."
"relic_desc_5730_2","+30 stacks every 3s. +0.5%Lucky Shot chance for each stack (up to 120 stacks). -8 stacks after dealing Weapon DMG","Co 3 sekundy +30 warstw, każda warstwa +0.5% Szansa na szczęśliwy strzał (max 120 warstw). Po Obrażenia broni -8 warstw."
"relic_desc_5731_2","After taking damage, all hits will become Crit Hits within 6s.","Po doznaniu obrażeń wszystkie trafienia staną się w ciągu 6 s trafieniami krytycznymi."
"state_desc_1364_1|state_desc_32575_1|state_desc_32784_1","+50% Shield Recharge Speed","Prędkość ładowania tarczy +50%"
"relic_desc_5732_2","Your shield starts recharging with +50% shield recovery speed when you kill an enemy or destroy an item.","Gdy zabijesz wroga lub zniszczysz przedmiot, Twoja tarcza zaczyna się ładować z +50% czasu odnowienia tarczy."
"relic_desc_5733_2","Recover 15% Max Shield/Armor when you use Primary Skill, Secondary Skill or Dash.","Odzyskaj 15% maks. tarczy/zbroi, gdy używasz umiejętności podstawowej, umiejętności dodatkowej lub odskoku."
"relic_desc_5736_2","When shooting, there is a 30% chance to add extra ammo into the magazine.","Podczas strzelania istnieje 30% szansy na dołożenie do magazynka dodatkowej amunicji."
"relic_desc_5739_2","Crit hits deal full DMG directly to enemy's HP rather than Shield/Armor","Trafienia krytyczne zadają pełne OBR względem PŻ raczej niż tarczy/zbroi wroga"
"relic_desc_5740_2","+15% elemental DMG for each nearby enemy with Elemental Effect.","+15% OBR od żywiołu względem każdego pobliskiego wroga dotkniętego efektem żywiołu."
"relic_desc_5735_2","When reloading, there is a 33% chance not to consume reserve ammo, replenishment equivalent to the magazine capacity is added into reserve ammo, and +30% weapon DMG for the reloaded magazine.","Podczas przeładowania istnieje 33% szansy na brak zużycia amunicji rezerwowej, ekwiwalent uzupełniający pojemność magazynka jest dodawany do amunicji rezerwowej, +30% OBR od broni dla przeładowanego magazynka."
"benediction_name_13513|suit_item_15052_1|seasonsuit_item_15052_1","Combat Elite","Combat Elite"
"benediction_name_13514","Oppressor","Agresor"
"benediction_name_13515|state_name_1468|suit_item_15059_1|seasonsuit_item_15059_1","Sword Mastery","Mistrzowskie władanie mieczem"
"benediction_name_13516|suit_item_15060_1|seasonsuit_item_15060_1","Ice Blade","Lodowy miecz"
"benediction_name_13517","Blossom Enthusiast","Entuzjasta rozkwitu"
"benediction_name_13714","Painkiller","Znieczulenie"
"benediction_desc_13513","No longer suffer movement speed reduction from Special Ammo Weapons. +25% explosion DMG when dual-wielding for every meter of explosion AoE. -0.5s duration of Dual-Wield for every explosion DMG dealt. When not dual-wielding, -3 CDs of Dual-Wield every reload or use of [Explosive Grenade]","Nie cierpi już na zmniejszenie prędkości ruchu z powodu specjalnej broni amunicji. +25% eksplozja DMG po podwójnym dziale dla każdego metra eksplozji AOE. -0.5 czasu trwania podwójnego poziomu dla każdego rozwiązywania eksplozji DMG. Gdy nie włada podwójnie, -3 CD podwójnego uładowania każde przeładowanie lub użycie [granatu wybuchowego]"
"benediction_desc_13514","Restoring or losing HP within the last 10 seconds increases Max Armor by the same amount of HP change (the max bonus is determined by your Max HP). Restoring or losing Armor within the last 10 seconds increases weapon DMG and Skill DMG by the same percentage of Armor change (the max bonus is determined by your Max Armor).","Przywracanie lub tracenie PŻ w ciągu ostatnich 10 sekund zwiększa maks. zbroję o ilość PŻ, które się zmieniły (maksymalny bonus określany jest na podstawie maks. PŻ gracza). Przywracanie lub tracenie zbroi w ciągu ostatnich 10 sekund zwiększa OBR od broni i OBR od umiejętności o taką samą wartość procentową, co zmiana zbroi (maks. bonus określany jest na podstawie maks. zbroi gracza)."
"benediction_desc_13515","+50% RoF while using [Swords Out], +1 extra stack of Blade Heart (up to 3) for next [Sword Out]. You can gain stacks of Blade Heart even when [Swords Out] is on cooldown","+50% ROF podczas używania [Mieczyków Out], +1 Dodatkowy stos serca ostrza (do 3) na następny [Miecz Out]. Możesz zdobyć stosy serca ostrza, nawet gdy [miecze] jest na odnowieniu"
"benediction_desc_13516","Flying Swords deal an additional 10% of an enemy's current HP as True DMG. (For elites/bosses, 5000 * the number of players in your squad at most per hit)","Latające miecze zadają dodatkowe prawdziwe OBR w wysokości 10% bieżących PŻ wroga (w przypadku wrogów elitarnych/bossów maks. 5000 x liczba graczy w Twojej drużynie na trafienie)."
"benediction_desc_13517","Hit unmarked enemy will mark them with Fatal Bloom. -6 hits required to trigger [Fatal Bloom] additional DMG","Trafienie nieoznaczonego wroga oznaczy go Zabójczym Rozkwitem. -6 trafień wymaganych do wyzwolenia dodatkowych OBR od [zabójczego rozkwitu]"
"benediction_desc_13714","When inflicting an Elemental Effect to the enemy, there is a 100% chance to inflict all Elemental Effects (CD: 2s). Convert all negative Elemental Effects applied to the hero to bonus with opposite effects.","W trakcie zadawania efektu żywiołu wrogowi istnieje 100% szansy na zadanie Efektów żywiołu (Czas odnowienia: 2 s). Zamienia wszystkie negatywne efekty żywiołu nałożone na bohatera na bonusy z efektem przeciwnym."
"monster_name_3001_21101|monster_name_3008_21101|monstergallery_name_2110","Corrosive Jade Gunner​","Toksyczny jadeitowy strzelec"
"state_name_32546","One Dog Army","Armia jednoosobowa"
"state_desc_1161_2","+(n*1%) DMG, and -20% DMG Resistance.","+(n*1%) DMG i -20% oporność na DMG."
"state_desc_32546_1","+150% DMG Dealt, -20% DMG taken, +3%/s HP recovery","Zadane OBR +150%, doznane OBR -20%, regeneracja PŻ +3%/s"
"monster_name_3001_21281|monster_name_3008_21281|monstergallery_name_2128|monstergallerycls_name_6004|monster_name_3001_21282","Mountain Guard","Strażnik góry"
"model_desc_2128|model_desc_5622","Avoid their jump-slash attack promptly. Aiming at the weakness on their chest is effective against it. Weapons with lightning element is your go-to choice to break their Shield.","Błyskawicznie unikaj ich ataków skok-cięcie. Skuteczne jest celowanie w słaby punkt na klatce piersiowej. Broń z żywiołem elektryczności to właściwy wybór, aby przebić ich tarczę."
"model_desc_2164|model_desc_2165|model_desc_5629","Notice their line of sight and move away or stay in a cover. DO NOT attempt to involve in a head-to-head fight against them. Target their weakness between their attack interval. Corrosion skills and weapons are their bane.","Zwracaj uwagę na ich linię wzroku i odsuwaj się lub chowaj się za osłoną. NIE próbuj angażować się w bezpośrednią walkę z nimi. Między ich atakami celuj w ich słabe punkty. Ich zmorą są umiejętności i broń z toksynami."
"monster_name_3001_21641|monster_name_3008_21641|monstergallery_name_2164|monstergallerycls_name_6005|pet_name_2164","Elusive Stalker","Nieuchwytny prześladowca"
"monster_name_3001_21651|monster_name_3008_21651|monstergallery_name_2165|frame_name_2031|hallgoods_name_1036","Thunderous Stalker","Burzowy prześladowca"
"state_desc_1081_1","HP is fixed at 1. Recover 50% HP and Shield/Armor afterwards","PŻ są ustalone na 1. Następnie odzyskasz 50% PŻ i tarczy/zbroi"
"state_desc_1088_1|state_desc_1885_1","+60% weapon DMG","OBR od broni +60%"
"state_desc_1372_1","+(n*5%) Elemental DMG, +(n*5%) Elemental Effect Chance","+(n*5%) OBR od żywiołu, +(n*5%) szansy na wywołanie efektu żywiołu"
"commonnotify_desc_9259","I marked my <color=yellow>$name</color>","Moje imię, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9260","I marked my <color=yellow>$name</color>","Moje imię, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9261","I marked my <color=yellow>$name</color>","Moje imię, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9262","I marked my <color=yellow>$name</color>","Moje imię, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9263","I marked $$playername's <color=yellow>$name</color>","Imię gracza $$playername, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9264","I marked $$playername's <color=yellow>$name</color>","Imię gracza $$playername, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9265","I marked $$playername's <color=yellow>$name</color>","Imię gracza $$playername, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9266","I marked $$playername's <color=yellow>$name</color>","Imię gracza $$playername, <color=yellow>$name</color>, zostało oznaczone"
"commonnotify_desc_9267","$$playername-marked their <color=yellow>$name</color>","$$playername – oznaczył swoje imię <color=yellow>$name</color>"
"commonnotify_desc_9268","$$playername-marked $$playername1's <color=yellow>$name</color>","$$playername – oznaczył imię gracza $$playername1, <color=yellow>$name</color>"
"conversation_desc_1075","Ping","Impuls dźwiękowy"
"conversation_desc_1076|emoticon_name_1023","Thanks","Podziękowania"
"conversation_desc_1077|emoticon_name_1002|emoticon_name_1005|emoticon_name_1008|emoticon_name_1011|emoticon_name_1014|emoticon_name_1017|emoticon_name_1031|emoticon_name_1034|emoticon_name_1037|emoticon_name_1041|emoticon_name_1050|emoticon_name_1054|emoticon_name_1066|emoticon_name_1069","Help","Pomoc"
"conversation_desc_1078","Encouragement","Zachęta"
"relic_desc_5701_2","+50% weapon and skill DMG","+50% OBR od broni i umiejętności"
"relic_desc_5702_2","-90% DMG taken from enemies over 15m away and +90% DMG taken from enemies within 15m when holding weapon #1. -90% DMG taken from enemies within 15m and +90% DMG taken from enemies over 15m away when holding weapon #2","-90% OBR od wrogów dalszych, ale +90% OBR od tych w zasięgu 15 metrów, kiedy trzymasz broń nr 1 -90% OBR od wrogów bliższych, ale +90% OBR od tych poza zasięgiem 15 metrów, kiedy trzymasz broń nr 2"
"relic_desc_5703_2","Max Armor/Shield gets doubled","Maksymalna tarcza/zbroja zostaje podwojona"
"relic_desc_5704_2","Convert all Shield/Armor to HP and recover 4% max HP/s. Increase HP recovery from this scroll by 4% for every 1% HP lost","Przetwórz całą tarczę/zbroję na PŻ i odzyskuj co sekundę 4% maks. PŻ. Zwiększ odzyskiwanie PŻ z tego zwoju o 4% za każdy utracony 1% PŻ"
"relic_desc_5705_2","HP is fixed at 1 for 5s when taking lethal DMG, and recovers 50% Max HP and 50% Max Shield/Armor if any enemy is killed during this period (CD 120s).","PŻ zostają ustalone na 1, na 5 s podczas otrzymywania śmiertelnych OBR, następnie zostaje przywrócone 50% maks. PŻ i 50% maks. tarczy/zbroi, jeśli wróg zostanie zabity w tym czasie (CD 120 s)."
"relic_desc_5706_2","Your first purchase at any Peddler does not cost any copper; A random item at the Spiritual Remnant & Phantom Peddler does not cost any soul essence","Twój pierwszy zakup u Handlarza nic nie kosztuje; losowy przedmiot u Duchowych Szczątków i Upiornego Handlarza nie kosztuje żadnej esencji dusz"
"relic_desc_5707_2","The weapon cannot reload automatically. When the magazine is empty, you can continue to fire, but each extra shot deals DMG to yourself equal to 1% of your total HP, gaining +10% Weapon DMG per shot for 5s (up to +100%).","Broń nie może automatycznie przeładować się. Po opróżnieniu magazynka, można kontynuować strzelanie, ale każdy dodatkowy strzał zadaje obrażenia sobie równoważne 1% Twojego całkowitego zdrowia, zyskując +10% obrażeń broni na strzał przez 5s (do maksymalnie +100%)."
"relic_desc_5709_2","Whenever an ammo pack is picked up, it directly refills the magazine instead of reserve ammo, and increases your Movement Speed by 25% and Weapon DMG by 50% until next reload.","Gdy podniesiesz paczkę amunicji, Twój magazynek zostanie automatycznie uzupełniony zamiast uzupełnienia amunicji rezerwowej, prędkość ruchu wzrośnie o 25%, OBR od broni wzrosną o 50% do następnego przeładowania."
"relic_desc_5710_2","+60% weapon DMG for the first 30% ammo in the magazine, including the first shot.","+60% OBR od broni dla pierwszych 30% amunicji w magazynku, z uwzględnieniem pierwszego strzału."
"relic_desc_5712_2","+50% Movement Speed and +50% DMG for at least 10s when your Shield/Armor is 0.","Prędkość ruchu +50% oraz +50% OBR przez co najmniej 10 s, gdy tarcza/zbroja wynosi 0."
"relic_desc_5713_2","+5% Elemental DMG & +5% Elemental Effect Chance for 10s whenever you kill an enemy affected by Elemental Effect.","+5% OBR od żywiołu oraz +5% szansy na efekt żywiołu przez 10 s po każdym zabiciu wroga dotkniętego efektem żywiołu."
"relic_desc_5714_2","Recover 1% Max HP, 1% Shield/Armor, and 5 ammo directly to the magazine whenever you deal Elemental Effect to enemies. (CD:1s)","Przywraca 1% maks. PŻ, 1% tarczy/zbroi i 5 szt. amunicji bezpośrednio do magazynka, za każdym razem, gdy zadajesz wrogom efekt żywiołu. (odnowienie: 1 s)"
"relic_desc_5715_2","+25% Elemental DMG; When triggering Elemental Effect, it will also affect all nearby enemies within 5m of the target","+25% OBR od żywiołu; w przypadku wyzwolenia efektu żywiołu efekt obejmie również wszystkich pobliskich wrogów, znajdujących się w odległości do 5 m od celu"
"relic_desc_5717_2","+50% max HP, recover 30% lost HP in each DMG dealing (CD: 0.5s)","Maksymalne punkty życia zwiększone o 50%, każde zadanie obrażeń odzyskuje 30% utraconych punktów życia, czas odnowienia 0,5 sekundy"
"relic_desc_5718_2","Secondary Skill Capacity gets doubled, and there's a 50% chance to not consume any use upon using secondary skill","Pojemność umiejętności pomocniczej zostaje podwojona; istnieje 50% szansy na to, że w przypadku użycia umiejętności pomocniczej nie zostanie zużyty żaden ładunek"
"relic_desc_5719_2","Reset the cooldown of all skills and temporarily gain 1 Primary Skill charge (cannot not be stacked), when you lose over 20% Total Max HP in a single hit (CD: 2s)","Resetuje odnawianie wszystkich umiejętności i tymczasowo nadaje 1 ładunek umiejętności podstawowej szarży (nie można akumulować), gdy stracisz ponad 20% łącznych maks. PŻ podczas jednego trafienia (czas odnowienia: 2 s)"
"benediction_name_13715|module_name_16103","Ultimate Gambler","Mistrz hazardu"
"benediction_name_13716|state_name_1377","Overconsumption","Przejedzenie"
"benediction_name_13718|module_name_16054|state_name_1833","Craftsman's Inheritor","Dziedzic rzemieślnika"
"benediction_name_13719","Eye of Providence","Pewne oko"
"benediction_desc_13715","You can refresh all available ascensions once per golden goblet","Możesz odświeżyć wszystkie dostępne moce po interakcji ze złotą czarą"
"benediction_desc_13716","+300% Weapon and Skill DMG, -50% Dash/Primary Skill cooldown, +50% Movement Speed, +50 Max HP and Max Shield/Armor. For every Legendary/Rare/Normal Occult Scroll you have, -3%/2%/1% total bonus mentioned above.","+300% OBR od Broni i Umiejętności; -50% czasu odnowienia Odskoku/Umiejętności podstawowej; +50% do prędkości ruchu, +50% maks. PŻ i maks. Tarczy/Zbroi. -3%/2%/1% całkowitego bonusu wspomnianego powyżej za każdy posiadany legendarny/rzadki/normalny Zwój Okultystyczny."
"benediction_desc_13718|module_desc_16054","Cost no copper when upgrade/reforge/etch/reroll at the craftsman. -10% Weapon and Skill DMG for each extra non-cursed scroll when having more than 20 non-cursed scrolls.","Możesz ulepszyć/przekuć/grawerować/wylosować ponownie broń za darmo, -10% Obrażeń Broni i Umiejętności za każdy dodatkowy nieprzeklęty zwoj przy posiadaniu więcej niż 20 nieprzeklętych zwojów."
"benediction_desc_13719","Vaults and Peculiar Chests are visible on the minimap, and you will be able to acquire one extra Peculiar Chest every Act.","Skarbce i skrzynie osobliwości są widoczne na mini mapie, a Ty możesz uzyskać jedną dodatkową skrzynię osobliwości podczas każdego aktu."
"model_desc_3924|model_desc_3926","As the battle heats up and players are injured, the Pole Monarch will constantly gain might from the spiritual aura until it goes berserk. However, you can stop it from obtaining the aura by smashing aura jars. When the Pole Monarch tries to forcibly break the spiritual jade, it's time to concentrate all your firepower to defeat it once and for all.","Gdy rozgorzeje bitwa i gracze odniosą obrażenia, Monarcha bieguna będzie stale zyskiwał moc z duchowej aury, aż wpadnie w szał berserka. Jednak możesz uniemożliwić mu zdobywanie aury, rozbijając słoje z aurą. Kiedy Monarcha bieguna próbuje siłą złamać duchowy jadeit, to czas, aby skoncentrować całą swoją siłę ognia i pokonać go raz na zawsze."
"settinginfopc_name_406","Spatial Reverb","Pogłos przestrzenny"
"settinginfopc_desc_406","Activates to improve the spatial reverb effect of the audio.","Aktywacja funkcji poprawia efekt pogłosu przestrzennego dźwięku."
"monster_name_3001_20651|monster_name_3008_20651|monster_name_3001_20652|monster_name_3008_20652|monstergallery_name_2065|monstergallerycls_name_6001|pet_name_2065","Fisherman","Rybak"
"monster_name_3001_39241|monster_name_3008_39241|monstergallery_name_3924|monstergallerycls_name_5007|monster_name_3001_39251|monster_name_3001_39261|frame_name_2013","POLE MONARCH","Monarcha bieguna"
"inscription_desc_13019","+100% Lucky Shot Chance for 6s when hitting enemies 10 times within 1s. (Hits do not count during the bonus)","+100% szansy na szczęśliwy strzał przez 6 s po trafieniu wrogów 10 razy w ciągu 1 s. (Trafienia nie są naliczane podczas trwania premii)"
"settinginfopc_name_505","Left Stick Deadzone","Martwa strefa lewego drążka"
"settinginfopc_name_506","Right Stick Deadzone","Martwa strefa prawego drążka"
"settinginfopc_name_507","Turning Boost","Przyspieszenie skręcania"
"settinginfopc_name_508","Turning Boost Ramp Time","Czas wzbudzania przyspieszenia skręcania"
"settinginfopc_name_509","Turning Boost Ramp Delay","Opóźnienie wzbudzania przyspieszenia skręcania"
"settinginfopc_desc_507","Left/right or up/down sensitivity boost when the stick is tilted to the maximum","Zwiększenie czułości w lewo/prawo lub w górę/dół, gdy drążek zostaje wychylony do maksimum"
"settinginfopc_desc_508","The time it takes to add maximum extra sensitivity to left/right or up/down look when the stick is tilted to the maximum","Czas, jaki zajmuje dodanie maksymalnej dodatkowej czułości dla ruchu w lewo/prawo lub w górę/dół, gdy drążek zostaje wychylony do maksimum"
"settinginfopc_desc_509","The time it takes to add extra sensitivity to left/right or up/down look when the stick is tilted to the maximum","Czas, jaki zajmuje dodanie dodatkowej czułości dla ruchu w lewo/prawo lub w górę/dół, gdy drążek zostaje wychylony do maksimum"
"state_name_32549","Copycat-Fiery","Imitator – ogień"
"state_name_32550","Copycat-Corrosive","Imitator – korozja"
"state_name_32551","Copycat-Lightning","Imitator – błyskawice"
"state_name_32552","Copycat-Shielding","Imitator – tarcza"
"state_name_32553","Copycat-Resistive","Imitator – odporność"
"state_name_32554","Copycat-Defensive","Imitator – obrona"
"state_name_32555","Copycat-Immortal","Imitator – nieśmiertelność"
"state_name_32556","Copycat-Healing","Imitator – leczenie"
"state_name_32557","Copycat-Agile","Imitator – zwinność"
"state_name_32558","Copycat-Robust","Imitator – potęga"
"state_name_32559","Copycat-Powerful","Imitator – moc"
"state_name_32560","Copycat-Aggressive","Imitator – agresja"
"state_desc_32549_1","+(n*50)% Fire DMG. Guarantee burning effect","OBR od ognia +(n*50)%. Gwarantuje efekt podpalenia"
"state_desc_32550_1","+(n*50)% Corrosion DMG. Guarantee decay effect","OBR od toksyn +(n*50)%. Gwarantuje efekt rozkładu."
"state_desc_32551_1","+(n*50)% Lightning DMG. Guarantee shock effect","OBR od elektryczności +(n*50)%. Gwarantuje efekt porażenia"
"state_desc_32552_1","Max Shield/Armor +(n*50)%","Maks. Tarcza/Zbroja +(n*50)%"
"state_desc_32553_1|state_desc_1403_1","Gain immunity to any elemental effect​","Zyskujesz odporność na jakiekolwiek efekty żywiołów"
"state_desc_32554_1|state_desc_32614_1","-(n*20)% DMG taken","Doznane OBR -(n*20)%"
"state_desc_32555_1","HP is fixed at 1 upon taking lethal DMG","PŻ zostają ustalone na 1 po przyjęciu śmiertelnych OBR"
"state_desc_32556_1|state_desc_32613_1","+(n*5)% HP/s.","Odzyskaj (n*5)% PŻ na sekundę"
"state_desc_32557_1","Movement speed +(n*50)%","Prędkość ruchu +(n*50)%"
"state_desc_32558_1","Max HP +(n*50)%.","Maks. PŻ +(n*50)%."
"state_desc_32559_1|state_desc_32680_1|state_desc_32681_1","+(n*50)% DMG","OBR +(n*50)%"
"state_desc_32560_1","-(n*50)% Cooldown","Odnawianie -(n*50)%"
"commonnotify_desc_7250","No Rerolls remaining","Brak ponownych losowań"
"settinginfopc_name_516","Horizontal Sensitivity","Czułość w poziomie"
"settinginfopc_name_517","Vertical Sensitivity","Czułość w pionie"
"settinginfopc_name_514","Left Stick Outer Threshold","Próg zewnętrzny lewego drążka"
"settinginfopc_name_515","Right Stick Outer Threshold","Próg zewnętrzny prawego drążka"
"settinginfopc_name_521","Response Curve","Krzywa responsywności"
"settinginfopc_desc_516","Determines how fast the X-axis moves","Określa prędkość poruszania się osi X"
"settinginfopc_desc_517","Determines how fast the Y-axis moves","Określa prędkość poruszania się osi Y"
"settinginfopc_desc_518","Adjusts zoom sensitivity, which defines how much stick movement affects in-game aim when in zoom.","Ustawia czułość po przybliżeniu, która określa, jak bardzo ruch drążka wpływa na celowanie w grze po przybliżeniu."
"settinginfopc_desc_514","The external buffer area to determine the boundary of the maximum registered zone of the left stick","Zewnętrzny obszar buforowy, który określa granicę maksymalnej zarejestrowanej strefy lewego drążka."
"settinginfopc_desc_515","The external buffer area to determine the boundary of the maximum registered zone of the right stick","Zewnętrzny obszar buforowy, który określa granicę maksymalnej zarejestrowanej strefy prawego drążka."
"settinginfopc_desc_521","The relationship between actual response speed and stick displacement, which influences analog stick sensitivity within registered range.\n\nStandard: \nSimple curve ratio between the speed of analog sticks and ADS.\n\nLinear:\n Direct ratio between the speed of analog sticks and ADS.\n\nDynamic: \nReverse S-curve mapping for more accurate aim rate control.\n\nFine Aim: \nSpecialized for small, gradual adjustments.\n\nHigh Velocity: \nQuick response for the very even-handed.","Relacja pomiędzy faktyczną prędkością reakcji oraz przemieszczeniem drążka; wpływa na czułość drążków analogowych w zarejestrowanym zakresie.\n\nStandard:\n stosunek w postaci prostej krzywej pomiędzy prędkością drążków analogowych i ADS.\n\nLiniowo:\n bezpośredni stosunek prędkości drążków analogowych i ADS.\n\nDynamiczne:\nMapowanie odwróconej krzywej S dla dokładniejszego sterowania celowaniem.\n\nPrecyzyjne celowanie: \nDostosowane do niewielkich, stopniowych korekt.\n\nWysoka prędkość: \nSzybka reakcja dla tych bardzo wyważonych."
"settinginfopc_muldesc_521_1","Standard","Standardowo"
"settinginfopc_muldesc_521_2","Linear","Liniowo"
"state_desc_1377_1","Having {0} Legend scrolls、{1} Rare scrolls、{2} Normal scrolls, decrease the total bonus by{3}%.","Posiadanie Zwojów Legendarnych w liczbie {0}, Rzadkich w liczbie {1} oraz Zwykłych w liczbie {2} zmniejsza całkowitą premię o {3}%."
"benediction_name_13518|state_name_32612|state_name_32974|state_name_32976","Thorny Bloom","Kolczasty kwiat"
"benediction_desc_13518","+160 base DMG of [Fatal Bloom] for each use of it for 30s (up to 10 stacks). When the mark disappears, [Fatal Bloom] will strike the enemy twice again, and the DMG of these two strikes will be increased: multiply by the number of times the enemy was hit by the sword during the mark duration","+160 Podstawa DMG [Fatal Bloom] do każdego użycia przez 30s (do 10 stosów). Kiedy znak zniknie, [Fatal Bloom] ponownie uderzy wroga dwukrotnie, a DMG tych dwóch uderzeń zostanie zwiększone: pomnóż liczbę razy, gdy wróg został uderzony przez miecz podczas czasu trwania"
"commonnotify_desc_2346","A teammate already owns ","Członek drużyny ma już "
